-1.544968024437255,-0.0020231081880354353,-2.5805300599859815,-1.729834870471626,-2.2527710367993836,-2.252771036819842,0.0
-1.5325403097892911,2.424317694811487e-06,-2.5833513257104728,-1.7382743840754609,-2.279423335733775,-2.2794233357542337,0.0
-1.5181605598076267,6.332381920878122e-06,-2.583068607722941,-1.7346263208817272,-2.3108213455102073,-2.3108213455306665,0.0
-1.6381803581876597,-6.774533542336906e-05,-2.588373919316482,-1.5997833580369865,-2.372825491693725,-2.372825491714184,0.0
-1.4994476296329013,-2.2325280994788758e-06,-2.579911419524708,-1.7662180453745053,-2.351678557042251,-2.3516785570627103,0.0
-1.4802930622054513,8.839116198052985e-06,-2.5776598720382435,-1.7915700572749438,-2.335940178986112,-2.3359401790065712,0.0
-1.4625050287146135,5.638618683983089e-06,-2.582554216637103,-1.7394969366015969,-2.311927608793293,-2.311927608813752,0.0
-1.4667341859216265,-3.319968164760211e-05,-2.587840755784039,-1.6420925701368205,-2.329281452228136,-2.3292814522485954,0.0
-1.4685789757972714,-5.1013253037721236e-05,-2.5887869502902134,-1.6004683559532245,-2.345601143377363,-2.3456011433978223,0.0
-1.4718129572303922,0.00010960082255379863,-2.588792804760749,-1.6030601429249725,-2.346252067850276,-2.346252067870735,0.0
-1.4591050216774035,1.85426505715462e-05,-2.580528039327717,-1.7619918495243203,-2.340119214544208,-2.3401192145646674,0.0
-1.4544682718462363,-1.3245424751574407e-05,-2.5763971961138705,-1.8056378222159855,-2.3270916192081934,-2.327091619228653,0.0
-1.4567976416933157,-2.5229750238973416e-06,-2.580159258358592,-1.7675134936105577,-2.315685279762363,-2.3156852797828225,0.0
-1.4842142375573544,-1.4526445216091237e-05,-2.588032606411808,-1.6342561958191129,-2.331925606916173,-2.3319256069366325,0.0
-1.518338874923219,-1.345238355540397e-05,-2.58843828235779,-1.6129897471370012,-2.3553457782700984,-2.355345778290558,0.0
-1.5396345093488646,1.800836692634491e-05,-2.5879633148340258,-1.6344787081647183,-2.355106157312792,-2.3551061573332515,0.0
-1.564036427593151,3.942928721653691e-05,-2.5868277456396607,-1.6640735553459012,-2.364122917736298,-2.3641229177567578,0.0
-1.572857550728723,-7.801137710533487e-05,-2.584740950552126,-1.6997666026379212,-2.3694309687270745,-2.369430968747534,0.0
-1.5428657417219298,9.035575781426444e-05,-2.5849255802988758,-1.699440701540877,-2.3761409311366846,-2.376140931157144,0.0
-1.5135217519010584,1.9003851303003698e-05,-2.585669055108114,-1.6842340477350515,-2.37847899829677,-2.3784789983172296,0.0
-1.4955838837948041,0.00014704408897003185,-2.5872685576844883,-1.6574125149051613,-2.367214371892116,-2.3672143719125756,0.0
-1.4849345329731758,4.799124122667703e-06,-2.5868435287797893,-1.6627759454129247,-2.359976111307577,-2.3599761113280366,0.0
